,Covidence #,Study ID,Title,Short Title,Year,Organization(s)/Association(s),Country,Topic/Category,Grading Method,Overall guideline assessment: Rate the overall quality of this guideline.,Number of LoE levels,Number of SoR levels,Recommendation,LoE (Text),LoE (Number),SoR (Text),SoR (Number),Specific target group?,LoE (scaled),Source,AI Clustering
235,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"In older adults, volume depletion following fluid and salt loss with vomiting or diarrhea should be assessed by checking a set of signs. A person with at least four of the following seven signs is likely to have moderate to severe volume depletion: confusion, non-fluent speech, extremity weakness, dry mucous membranes, dry tongue, furrowed tongue, sunken eyes.",1-,6,B,2,,0.75,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
236,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,An action threshold of directly measured serum osmolality > 300 mOsm/kg should be used to identify low-intake dehydration in older adults.,2++,5,B,2,,0.625,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
237,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"In institutional settings, food intake of older persons with malnutrition or at risk of malnutrition shall be supported by a home-like, pleasant dining environment in order to support adequate dietary intake and maintain quality of life.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
238,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Nutritional interventions for older persons should be part of a multimodal and multidisciplinary team intervention in order to support adequate dietary intake, maintain or increase body weight and improve functional and clinical outcome.",1+,7,B,2,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
239,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,For enteral nutrition fiber-containing products should be used.,1+,7,B,2,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
240,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Protein intake in older persons should be at least 1 g protein per kg body weight and day. The amount should be individually adjusted with regard to nutritional status, physical activity level, disease status and tolerance.",1+,7,B,2,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
241,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Older adults with mild/moderate/severe volume depletion should receive isotonic fluids orally, nasogastrically, subcutaneously or intravenously.",1+,7,B,2,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
242,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"In older adults, volume depletion following excessive blood loss should be assessed using postural pulse change from lying to standing (≥ 30 beats per minute) or severe postural dizziness resulting in inability to stand.",1-,6,B,2,,0.75,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
243,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Oral nutritional supplements offered to an older person with malnutrition or at risk of malnutrition, shall provide at least 400 kcal/day including 30 g or more of protein/day.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
244,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Nutritional interventions should be offered to malnourished older patients with pressure ulcers to improve healing.,1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
245,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Older persons with malnutrition or at risk of malnutrition and/or their caregivers should be offered individualized nutritional counselling in order to support adequate dietary intake and maintain nutritional status.,1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
246,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"In older patients with hip fracture, postoperative oral nutritional supplements may be combined with perioperative parenteral nutrition in order to improve nutritional intake and reduce the risk of complications.",1+,7,0,1,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",7
247,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"During periods of exercise interventions, adequate amounts of energy and protein should be provided to older persons with malnutrition or at risk of malnutrition in order to maintain body weight and to maintain or improve muscle mass.",1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
248,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Where directly measured osmolality is not available then the osmolarity equation (osmolarity = 1.86 × (Na+ + K+) + 1.15 × glucose + urea + 14 (all measured in mmol/L) with an action threshold of > 295mmol/L) should be used to screen for low-intake dehydration in older persons.,1+,7,B,2,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
249,4716,Nicolle 2019,Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of America.,Management of Asymptomatic Bacteriuria,2019,Infectious Diseases Society of America,United States,UTI & Asymptomatic Bacturia,GRADE,5,4,2,"In older persons resident in long-term care facilities, we recommend against screening for or treating asymptomatic bacteriuria.",Moderate,3,Strong,2,,0.75,"Nicolle LE, Gupta K, Bradley SF, Colgan R, DeMuri GP, Drekonja D, et al. Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of Americaa. Clinical Infectious Diseases [Internet]. 2019 Mar 21 [cited 2024 Feb 20]; Available from: https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciy1121/5407612",18
250,4716,Nicolle 2019,Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of America.,Management of Asymptomatic Bacteriuria,2019,Infectious Diseases Society of America,United States,UTI & Asymptomatic Bacturia,GRADE,5,4,2,"In older patients with functional and/or cognitive impairment with bacteriuria and delirium (acute mental status change, confusion) and without local genitourinary symptoms or other systemic signs of infection (e.g., fever or hemodynamic instability), we recommend assessment for other causes and careful observation rather than antimicrobial treatment.",Very Low,1,Strong,2,,0.25,"Nicolle LE, Gupta K, Bradley SF, Colgan R, DeMuri GP, Drekonja D, et al. Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of Americaa. Clinical Infectious Diseases [Internet]. 2019 Mar 21 [cited 2024 Feb 20]; Available from: https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciy1121/5407612",11
251,4716,Nicolle 2019,Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of America.,Management of Asymptomatic Bacteriuria,2019,Infectious Diseases Society of America,United States,UTI & Asymptomatic Bacturia,GRADE,5,4,2,"In older patients with functional and/or cognitive impairment with bacteriuria and without local genitourinary symptoms or other systemic signs of infection (fever, hemodynamic instability) who experience a fall, we recommend assessment for other causes and careful observation rather than antimicrobial treatment of bacteriuria.",Very Low,1,Strong,2,,0.25,"Nicolle LE, Gupta K, Bradley SF, Colgan R, DeMuri GP, Drekonja D, et al. Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of Americaa. Clinical Infectious Diseases [Internet]. 2019 Mar 21 [cited 2024 Feb 20]; Available from: https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciy1121/5407612",18
252,4716,Nicolle 2019,Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of America.,Management of Asymptomatic Bacteriuria,2019,Infectious Diseases Society of America,United States,UTI & Asymptomatic Bacturia,GRADE,5,4,2,"In older, community-dwelling persons who are functionally impaired, we recommend against screening for or treating asymptomatic bacteriuria.",Low,2,Strong,2,,0.5,"Nicolle LE, Gupta K, Bradley SF, Colgan R, DeMuri GP, Drekonja D, et al. Clinical Practice Guideline for the Management of Asymptomatic Bacteriuria: 2019 Update by the Infectious Diseases Society of Americaa. Clinical Infectious Diseases [Internet]. 2019 Mar 21 [cited 2024 Feb 20]; Available from: https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciy1121/5407612",18
253,4868,Marcucci 2019,"Interventions to prevent, delay or reverse frailty in older people: a journey towards clinical guidelines.","Interventions to prevent, delay or reverse frailty in older people",2019,,Other: International,Frailty,GRADE,4,4,2,"We suggest implementing interventions basedon tailored care and/or Geriatric Evaluation andManagement (GEM), to prevent or delay the progression of frailty or to reverse frailty.",Low,2,Conditional,1,,0.5,"Marcucci M, Damanti S, Germini F, Apostolo J, Bobrowicz-Campos E, Gwyther H, et al. Interventions to prevent, delay or reverse frailty in older people: a journey towards clinical guidelines. BMC Med. 2019 Dec;17(1):193.",14
254,4868,Marcucci 2019,"Interventions to prevent, delay or reverse frailty in older people: a journey towards clinical guidelines.","Interventions to prevent, delay or reverse frailty in older people",2019,,Other: International,Frailty,GRADE,4,4,2,"We suggest implementing physical interventions, including physical activity/exercise, nutritional interventions, and a combination of exercise and nutritional interventions, to prevent or delay the progression of frailty or to reverse frailty.",Low,2,Conditional,1,,0.5,"Marcucci M, Damanti S, Germini F, Apostolo J, Bobrowicz-Campos E, Gwyther H, et al. Interventions to prevent, delay or reverse frailty in older people: a journey towards clinical guidelines. BMC Med. 2019 Dec;17(1):193.",14
